action,idnumber,username,password,email,firstname,lastname,city, country, MenuOne, mi, email2, address, address2,state,phone,phone2,fax, postalcode,birthdate,gender,language,transfercredits,comments,notes,inactive,theme
add, student0,student0,Student0+, olav.jordan+s00@gmail.com,Student,zero,Waterloo,CA,three
add, student1,student1,Student1+, olav.jordan+s01@gmail.com,Student,one,Toronto,CA,three
add, student2,student2,Student2+, olav.jordan+s02@gmail.com,Student,two,Woolerton,CA,three
add, student3,student3,Student3+, olav.jordan+s03@gmail.com,Student,three, Rouleau,CA,three
add, student4,student4,Student4+, olav.jordan+s04@gmail.com,Student,four,Sarnia,CA,three
add, student5,student5,Student5+, olav.jordan+s05@gmail.com,Student,five,Dog River,CA,three
add, student6,student6,Student6+, olav.jordan+s06@gmail.com,Student,six,Chicago,US,three
add, student7,student7,Student7+, olav.jordan+s07@gmail.com,Student,seven,Kitchener,CN,three
add, student8,student8,Student8+, olav.jordan+s08@gmail.com,Student,eight,Winipeg,GB,three
add, student9,student9,Student9+, olav.jordan+s09@gmail.com,Student,nine,Washington,US,three
add, teacher0,teacher0,Teacher0+, olav.jordan+t00@gmail.com,Teacher,zero,Waterloo,CA,three
add, teacher1,teacher1,Teacher1+, olav.jordan+t01@gmail.com,Teacher,one,Cambridge,GB,three
add, teacher2,teacher2,Teacher2+, olav.jordan+t02@gmail.com,Teacher,two,Brantford,CN,three
add, teacher3,teacher3,Teacher3+, olav.jordan+t03@gmail.com,Teacher,three,New York,US,three
add, teacher4,teacher4,Teacher4+, olav.jordan+t04@gmail.com,TSeacher,four,Brampton,CA,three
disable, student0,student0,Student0+, olav.jordan+s00@gmail.com,Student,zero,Waterloo,CA,three
disable, student1,student1,Student1+, olav.jordan+s01@gmail.com,Student,one,Toronto,CA,three
disable, student2,student2,Student2+, olav.jordan+s02@gmail.com,Student,two,Woolerton,CA,three
add, student0,student0,Student0+, olav.jordan+s10@gmail.com,students,zeros,Waterloo,CA,three
add, student1,student1,Student1+, olav.jordan+s11@gmail.com,students,ones,Toronto,CA,three
add, student2,student2,Student2+, olav.jordan+s12@gmail.com,students,twos,Woolerton,CA,three
update, student0,student0,Student0+, olav.jordan+s00@gmail.com,Student,zero,Waterloo,CA,three
update, student1,student1,Student1+, olav.jordan+s01@gmail.com,Student,one,Toronto,CA,three
update, student2,student2,Student2+, olav.jordan+s02@gmail.com,Student,two,Woolerton,CA,three

add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three,a, olav.jordan+s@gmail.com, 1 student1 ave., 1.0 student1.0 ave., Texas, 519-111-1111,519-123-4567,519-555-1234, n2n 2n2,April 21, 1984,male,English,1,no comment,some notes,0,
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three
add, studentid,studentname,Student1+, olav.jordan+s@gmail.com,User,Student,Waterloo,CA,three

add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
add, teacherid,teachername,Teacher1+, olav.jordan+t@gmail.com,User,Teacher,Waterloo,CA,three
